[23:32:36][modifier.cpp:1094]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- ship_titan_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_titan_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_titan_nanites_upkeep_add, Category: Economic Units
- ship_titan_nanites_upkeep_mult, Category: Economic Units
- ship_titan_minor_artifacts_upkeep_add, Category: Economic Units
- ship_titan_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_titan_menace_upkeep_add, Category: Economic Units
- ship_titan_menace_upkeep_mult, Category: Economic Units
- ship_military_station_small_cost_mult, Category: Economic Units
- ship_military_station_small_time_cost_add, Category: Economic Units
- ship_military_station_small_time_cost_mult, Category: Economic Units
- ship_military_station_small_energy_cost_add, Category: Economic Units
- ship_military_station_small_energy_cost_mult, Category: Economic Units
- ship_military_station_small_minerals_cost_add, Category: Economic Units
- ship_military_station_small_minerals_cost_mult, Category: Economic Units
- ship_military_station_small_food_cost_add, Category: Economic Units
- ship_military_station_small_food_cost_mult, Category: Economic Units
- ship_military_station_small_physics_research_cost_add, Category: Economic Units
- ship_military_station_small_physics_research_cost_mult, Category: Economic Units
- ship_military_station_small_society_research_cost_add, Category: Economic Units
- ship_military_station_small_society_research_cost_mult, Category: Economic Units
- ship_military_station_small_engineering_research_cost_add, Category: Economic Units
- ship_military_station_small_engineering_research_cost_mult, Category: Economic Units
- ship_military_station_small_influence_cost_add, Category: Economic Units
- ship_military_station_small_influence_cost_mult, Category: Economic Units
- ship_military_station_small_unity_cost_add, Category: Economic Units
- ship_military_station_small_unity_cost_mult, Category: Economic Units
- ship_military_station_small_consumer_goods_cost_add, Category: Economic Units
- ship_military_station_small_consumer_goods_cost_mult, Category: Economic Units
- ship_military_station_small_alloys_cost_add, Category: Economic Units
- ship_military_station_small_alloys_cost_mult, Category: Economic Units
- ship_military_station_small_volatile_motes_cost_add, Category: Economic Units
- ship_military_station_small_volatile_motes_cost_mult, Category: Economic Units
- ship_military_station_small_exotic_gases_cost_add, Category: Economic Units
- ship_military_station_small_exotic_gases_cost_mult, Category: Economic Units
- ship_military_station_small_rare_crystals_cost_add, Category: Economic Units
- ship_military_station_small_rare_crystals_cost_mult, Category: Economic Units
- ship_military_station_small_sr_living_metal_cost_add, Category: Economic Units
- ship_military_station_small_sr_living_metal_cost_mult, Category: Economic Units
- ship_military_station_small_sr_zro_cost_add, Category: Economic Units
- ship_military_station_small_sr_zro_cost_mult, Category: Economic Units
- ship_military_station_small_sr_dark_matter_cost_add, Category: Economic Units
- ship_military_station_small_sr_dark_matter_cost_mult, Category: Economic Units
- ship_military_station_small_nanites_cost_add, Category: Economic Units
- ship_military_station_small_nanites_cost_mult, Category: Economic Units
- ship_military_station_small_minor_artifacts_cost_add, Category: Economic Units
- ship_military_station_small_minor_artifacts_cost_mult, Category: Economic Units
- ship_military_station_small_menace_cost_add, Category: Economic Units
- ship_military_station_small_menace_cost_mult, Category: Economic Units
- ship_military_station_small_upkeep_mult, Category: Economic Units
- ship_military_station_small_time_upkeep_add, Category: Economic Units
- ship_military_station_small_time_upkeep_mult, Category: Economic Units
- ship_military_station_small_energy_upkeep_add, Category: Economic Units
- ship_military_station_small_energy_upkeep_mult, Category: Economic Units
- ship_military_station_small_minerals_upkeep_add, Category: Economic Units
- ship_military_station_small_minerals_upkeep_mult, Category: Economic Units
- ship_military_station_small_food_upkeep_add, Category: Economic Units
- ship_military_station_small_food_upkeep_mult, Category: Economic Units
- ship_military_station_small_physics_research_upkeep_add, Category: Economic Units
- ship_military_station_small_physics_research_upkeep_mult, Category: Economic Units
- ship_military_station_small_society_research_upkeep_add, Category: Economic Units
- ship_military_station_small_society_research_upkeep_mult, Category: Economic Units
- ship_military_station_small_engineering_research_upkeep_add, Category: Economic Units
- ship_military_station_small_engineering_research_upkeep_mult, Category: Economic Units
- ship_military_station_small_influence_upkeep_add, Category: Economic Units
- ship_military_station_small_influence_upkeep_mult, Category: Economic Units
- ship_military_station_small_unity_upkeep_add, Category: Economic Units
- ship_military_station_small_unity_upkeep_mult, Category: Economic Units
- ship_military_station_small_consumer_goods_upkeep_add, Category: Economic Units
- ship_military_station_small_consumer_goods_upkeep_mult, Category: Economic Units
- ship_military_station_small_alloys_upkeep_add, Category: Economic Units
- ship_military_station_small_alloys_upkeep_mult, Category: Economic Units
- ship_military_station_small_volatile_motes_upkeep_add, Category: Economic Units
- ship_military_station_small_volatile_motes_upkeep_mult, Category: Economic Units
- ship_military_station_small_exotic_gases_upkeep_add, Category: Economic Units
- ship_military_station_small_exotic_gases_upkeep_mult, Category: Economic Units
- ship_military_station_small_rare_crystals_upkeep_add, Category: Economic Units
- ship_military_station_small_rare_crystals_upkeep_mult, Category: Economic Units
- ship_military_station_small_sr_living_metal_upkeep_add, Category: Economic Units
- ship_military_station_small_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_military_station_small_sr_zro_upkeep_add, Category: Economic Units
- ship_military_station_small_sr_zro_upkeep_mult, Category: Economic Units
- ship_military_station_small_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_military_station_small_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_military_station_small_nanites_upkeep_add, Category: Economic Units
- ship_military_station_small_nanites_upkeep_mult, Category: Economic Units
- ship_military_station_small_minor_artifacts_upkeep_add, Category: Economic Units
- ship_military_station_small_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_military_station_small_menace_upkeep_add, Category: Economic Units
- ship_military_station_small_menace_upkeep_mult, Category: Economic Units
- ship_science_cost_mult, Category: Economic Units
- ship_science_time_cost_add, Category: Economic Units
- ship_science_time_cost_mult, Category: Economic Units
- ship_science_energy_cost_add, Category: Economic Units
- ship_science_energy_cost_mult, Category: Economic Units
- ship_science_minerals_cost_add, Category: Economic Units
- ship_science_minerals_cost_mult, Category: Economic Units
- ship_science_food_cost_add, Category: Economic Units
- ship_science_food_cost_mult, Category: Economic Units
- ship_science_physics_research_cost_add, Category: Economic Units
- ship_science_physics_research_cost_mult, Category: Economic Units
- ship_science_society_research_cost_add, Category: Economic Units
- ship_science_society_research_cost_mult, Category: Economic Units
- ship_science_engineering_research_cost_add, Category: Economic Units
- ship_science_engineering_research_cost_mult, Category: Economic Units
- ship_science_influence_cost_add, Category: Economic Units
- ship_science_influence_cost_mult, Category: Economic Units
- ship_science_unity_cost_add, Category: Economic Units
- ship_science_unity_cost_mult, Category: Economic Units
- ship_science_consumer_goods_cost_add, Category: Economic Units
- ship_science_consumer_goods_cost_mult, Category: Economic Units
- ship_science_alloys_cost_add, Category: Economic Units
- ship_science_alloys_cost_mult, Category: Economic Units
- ship_science_volatile_motes_cost_add, Category: Economic Units
- ship_science_volatile_motes_cost_mult, Category: Economic Units
- ship_science_exotic_gases_cost_add, Category: Economic Units
- ship_science_exotic_gases_cost_mult, Category: Economic Units
- ship_science_rare_crystals_cost_add, Category: Economic Units
- ship_science_rare_crystals_cost_mult, Category: Economic Units
- ship_science_sr_living_metal_cost_add, Category: Economic Units
- ship_science_sr_living_metal_cost_mult, Category: Economic Units
- ship_science_sr_zro_cost_add, Category: Economic Units
- ship_science_sr_zro_cost_mult, Category: Economic Units
- ship_science_sr_dark_matter_cost_add, Category: Economic Units
- ship_science_sr_dark_matter_cost_mult, Category: Economic Units
- ship_science_nanites_cost_add, Category: Economic Units
- ship_science_nanites_cost_mult, Category: Economic Units
- ship_science_minor_artifacts_cost_add, Category: Economic Units
- ship_science_minor_artifacts_cost_mult, Category: Economic Units
- ship_science_menace_cost_add, Category: Economic Units
- ship_science_menace_cost_mult, Category: Economic Units
- ship_science_upkeep_mult, Category: Economic Units
- ship_science_time_upkeep_add, Category: Economic Units
- ship_science_time_upkeep_mult, Category: Economic Units
- ship_science_energy_upkeep_add, Category: Economic Units
- ship_science_energy_upkeep_mult, Category: Economic Units
- ship_science_minerals_upkeep_add, Category: Economic Units
- ship_science_minerals_upkeep_mult, Category: Economic Units
- ship_science_food_upkeep_add, Category: Economic Units
- ship_science_food_upkeep_mult, Category: Economic Units
- ship_science_physics_research_upkeep_add, Category: Economic Units
- ship_science_physics_research_upkeep_mult, Category: Economic Units
- ship_science_society_research_upkeep_add, Category: Economic Units
- ship_science_society_research_upkeep_mult, Category: Economic Units
- ship_science_engineering_research_upkeep_add, Category: Economic Units
- ship_science_engineering_research_upkeep_mult, Category: Economic Units
- ship_science_influence_upkeep_add, Category: Economic Units
- ship_science_influence_upkeep_mult, Category: Economic Units
- ship_science_unity_upkeep_add, Category: Economic Units
- ship_science_unity_upkeep_mult, Category: Economic Units
- ship_science_consumer_goods_upkeep_add, Category: Economic Units
- ship_science_consumer_goods_upkeep_mult, Category: Economic Units
- ship_science_alloys_upkeep_add, Category: Economic Units
- ship_science_alloys_upkeep_mult, Category: Economic Units
- ship_science_volatile_motes_upkeep_add, Category: Economic Units
- ship_science_volatile_motes_upkeep_mult, Category: Economic Units
- ship_science_exotic_gases_upkeep_add, Category: Economic Units
- ship_science_exotic_gases_upkeep_mult, Category: Economic Units
- ship_science_rare_crystals_upkeep_add, Category: Economic Units
- ship_science_rare_crystals_upkeep_mult, Category: Economic Units
- ship_science_sr_living_metal_upkeep_add, Category: Economic Units
- ship_science_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_science_sr_zro_upkeep_add, Category: Economic Units
- ship_science_sr_zro_upkeep_mult, Category: Economic Units
- ship_science_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_science_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_science_nanites_upkeep_add, Category: Economic Units
- ship_science_nanites_upkeep_mult, Category: Economic Units
- ship_science_minor_artifacts_upkeep_add, Category: Economic Units
- ship_science_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_science_menace_upkeep_add, Category: Economic Units
- ship_science_menace_upkeep_mult, Category: Economic Units
- ship_constructor_cost_mult, Category: Economic Units
- ship_constructor_time_cost_add, Category: Economic Units
- ship_constructor_time_cost_mult, Category: Economic Units
- ship_constructor_energy_cost_add, Category: Economic Units
- ship_constructor_energy_cost_mult, Category: Economic Units
- ship_constructor_minerals_cost_add, Category: Economic Units
- ship_constructor_minerals_cost_mult, Category: Economic Units
- ship_constructor_food_cost_add, Category: Economic Units
- ship_constructor_food_cost_mult, Category: Economic Units
- ship_constructor_physics_research_cost_add, Category: Economic Units
- ship_constructor_physics_research_cost_mult, Category: Economic Units
- ship_constructor_society_research_cost_add, Category: Economic Units
- ship_constructor_society_research_cost_mult, Category: Economic Units
- ship_constructor_engineering_research_cost_add, Category: Economic Units
- ship_constructor_engineering_research_cost_mult, Category: Economic Units
- ship_constructor_influence_cost_add, Category: Economic Units
- ship_constructor_influence_cost_mult, Category: Economic Units
- ship_constructor_unity_cost_add, Category: Economic Units
- ship_constructor_unity_cost_mult, Category: Economic Units
- ship_constructor_consumer_goods_cost_add, Category: Economic Units
- ship_constructor_consumer_goods_cost_mult, Category: Economic Units
- ship_constructor_alloys_cost_add, Category: Economic Units
- ship_constructor_alloys_cost_mult, Category: Economic Units
- ship_constructor_volatile_motes_cost_add, Category: Economic Units
- ship_constructor_volatile_motes_cost_mult, Category: Economic Units
- ship_constructor_exotic_gases_cost_add, Category: Economic Units
- ship_constructor_exotic_gases_cost_mult, Category: Economic Units
- ship_constructor_rare_crystals_cost_add, Category: Economic Units
- ship_constructor_rare_crystals_cost_mult, Category: Economic Units
- ship_constructor_sr_living_metal_cost_add, Category: Economic Units
- ship_constructor_sr_living_metal_cost_mult, Category: Economic Units
- ship_constructor_sr_zro_cost_add, Category: Economic Units
- ship_constructor_sr_zro_cost_mult, Category: Economic Units
- ship_constructor_sr_dark_matter_cost_add, Category: Economic Units
- ship_constructor_sr_dark_matter_cost_mult, Category: Economic Units
- ship_constructor_nanites_cost_add, Category: Economic Units
- ship_constructor_nanites_cost_mult, Category: Economic Units
- ship_constructor_minor_artifacts_cost_add, Category: Economic Units
- ship_constructor_minor_artifacts_cost_mult, Category: Economic Units
- ship_constructor_menace_cost_add, Category: Economic Units
- ship_constructor_menace_cost_mult, Category: Economic Units
- ship_constructor_upkeep_mult, Category: Economic Units
- ship_constructor_time_upkeep_add, Category: Economic Units
- ship_constructor_time_upkeep_mult, Category: Economic Units
- ship_constructor_energy_upkeep_add, Category: Economic Units
- ship_constructor_energy_upkeep_mult, Category: Economic Units
- ship_constructor_minerals_upkeep_add, Category: Economic Units
- ship_constructor_minerals_upkeep_mult, Category: Economic Units
- ship_constructor_food_upkeep_add, Category: Economic Units
- ship_constructor_food_upkeep_mult, Category: Economic Units
- ship_constructor_physics_research_upkeep_add, Category: Economic Units
- ship_constructor_physics_research_upkeep_mult, Category: Economic Units
- ship_constructor_society_research_upkeep_add, Category: Economic Units
- ship_constructor_society_research_upkeep_mult, Category: Economic Units
- ship_constructor_engineering_research_upkeep_add, Category: Economic Units
- ship_constructor_engineering_research_upkeep_mult, Category: Economic Units
- ship_constructor_influence_upkeep_add, Category: Economic Units
- ship_constructor_influence_upkeep_mult, Category: Economic Units
- ship_constructor_unity_upkeep_add, Category: Economic Units
- ship_constructor_unity_upkeep_mult, Category: Economic Units
- ship_constructor_consumer_goods_upkeep_add, Category: Economic Units
- ship_constructor_consumer_goods_upkeep_mult, Category: Economic Units
- ship_constructor_alloys_upkeep_add, Category: Economic Units
- ship_constructor_alloys_upkeep_mult, Category: Economic Units
- ship_constructor_volatile_motes_upkeep_add, Category: Economic Units
- ship_constructor_volatile_motes_upkeep_mult, Category: Economic Units
- ship_constructor_exotic_gases_upkeep_add, Category: Economic Units
- ship_constructor_exotic_gases_upkeep_mult, Category: Economic Units
- ship_constructor_rare_crystals_upkeep_add, Category: Economic Units
- ship_constructor_rare_crystals_upkeep_mult, Category: Economic Units
- ship_constructor_sr_living_metal_upkeep_add, Category: Economic Units
- ship_constructor_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_constructor_sr_zro_upkeep_add, Category: Economic Units
- ship_constructor_sr_zro_upkeep_mult, Category: Economic Units
- ship_constructor_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_constructor_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_constructor_nanites_upkeep_add, Category: Economic Units
- ship_constructor_nanites_upkeep_mult, Category: Economic Units
- ship_constructor_minor_artifacts_upkeep_add, Category: Economic Units
- ship_constructor_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_constructor_menace_upkeep_add, Category: Economic Units
- ship_constructor_menace_upkeep_mult, Category: Economic Units
- ship_colossus_cost_mult, Category: Economic Units
- ship_colossus_time_cost_add, Category: Economic Units
- ship_colossus_time_cost_mult, Category: Economic Units
- ship_colossus_energy_cost_add, Category: Economic Units
- ship_colossus_energy_cost_mult, Category: Economic Units
- ship_colossus_minerals_cost_add, Category: Economic Units
- ship_colossus_minerals_cost_mult, Category: Economic Units
- ship_colossus_food_cost_add, Category: Economic Units
- ship_colossus_food_cost_mult, Category: Economic Units
- ship_colossus_physics_research_cost_add, Category: Economic Units
- ship_colossus_physics_research_cost_mult, Category: Economic Units
- ship_colossus_society_research_cost_add, Category: Economic Units
- ship_colossus_society_research_cost_mult, Category: Economic Units
- ship_colossus_engineering_research_cost_add, Category: Economic Units
- ship_colossus_engineering_research_cost_mult, Category: Economic Units
- ship_colossus_influence_cost_add, Category: Economic Units
- ship_colossus_influence_cost_mult, Category: Economic Units
- ship_colossus_unity_cost_add, Category: Economic Units
- ship_colossus_unity_cost_mult, Category: Economic Units
- ship_colossus_consumer_goods_cost_add, Category: Economic Units
- ship_colossus_consumer_goods_cost_mult, Category: Economic Units
- ship_colossus_alloys_cost_add, Category: Economic Units
- ship_colossus_alloys_cost_mult, Category: Economic Units
- ship_colossus_volatile_motes_cost_add, Category: Economic Units
- ship_colossus_volatile_motes_cost_mult, Category: Economic Units
- ship_colossus_exotic_gases_cost_add, Category: Economic Units
- ship_colossus_exotic_gases_cost_mult, Category: Economic Units
- ship_colossus_rare_crystals_cost_add, Category: Economic Units
- ship_colossus_rare_crystals_cost_mult, Category: Economic Units
- ship_colossus_sr_living_metal_cost_add, Category: Economic Units
- ship_colossus_sr_living_metal_cost_mult, Category: Economic Units
- ship_colossus_sr_zro_cost_add, Category: Economic Units
- ship_colossus_sr_zro_cost_mult, Category: Economic Units
- ship_colossus_sr_dark_matter_cost_add, Category: Economic Units
- ship_colossus_sr_dark_matter_cost_mult, Category: Economic Units
- ship_colossus_nanites_cost_add, Category: Economic Units
- ship_colossus_nanites_cost_mult, Category: Economic Units
- ship_colossus_minor_artifacts_cost_add, Category: Economic Units
- ship_colossus_minor_artifacts_cost_mult, Category: Economic Units
- ship_colossus_menace_cost_add, Category: Economic Units
- ship_colossus_menace_cost_mult, Category: Economic Units
- ship_colossus_upkeep_mult, Category: Economic Units
- ship_colossus_time_upkeep_add, Category: Economic Units
- ship_colossus_time_upkeep_mult, Category: Economic Units
- ship_colossus_energy_upkeep_add, Category: Economic Units
- ship_colossus_energy_upkeep_mult, Category: Economic Units
- ship_colossus_minerals_upkeep_add, Category: Economic Units
- ship_colossus_minerals_upkeep_mult, Category: Economic Units
- ship_colossus_food_upkeep_add, Category: Economic Units
- ship_colossus_food_upkeep_mult, Category: Economic Units
- ship_colossus_physics_research_upkeep_add, Category: Economic Units
- ship_colossus_physics_research_upkeep_mult, Category: Economic Units
- ship_colossus_society_research_upkeep_add, Category: Economic Units
- ship_colossus_society_research_upkeep_mult, Category: Economic Units
- ship_colossus_engineering_research_upkeep_add, Category: Economic Units
- ship_colossus_engineering_research_upkeep_mult, Category: Economic Units
- ship_colossus_influence_upkeep_add, Category: Economic Units
- ship_colossus_influence_upkeep_mult, Category: Economic Units
- ship_colossus_unity_upkeep_add, Category: Economic Units
- ship_colossus_unity_upkeep_mult, Category: Economic Units
- ship_colossus_consumer_goods_upkeep_add, Category: Economic Units
- ship_colossus_consumer_goods_upkeep_mult, Category: Economic Units
- ship_colossus_alloys_upkeep_add, Category: Economic Units
- ship_colossus_alloys_upkeep_mult, Category: Economic Units
- ship_colossus_volatile_motes_upkeep_add, Category: Economic Units
- ship_colossus_volatile_motes_upkeep_mult, Category: Economic Units
- ship_colossus_exotic_gases_upkeep_add, Category: Economic Units
- ship_colossus_exotic_gases_upkeep_mult, Category: Economic Units
- ship_colossus_rare_crystals_upkeep_add, Category: Economic Units
- ship_colossus_rare_crystals_upkeep_mult, Category: Economic Units
- ship_colossus_sr_living_metal_upkeep_add, Category: Economic Units
- ship_colossus_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_colossus_sr_zro_upkeep_add, Category: Economic Units
- ship_colossus_sr_zro_upkeep_mult, Category: Economic Units
- ship_colossus_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_colossus_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_colossus_nanites_upkeep_add, Category: Economic Units
- ship_colossus_nanites_upkeep_mult, Category: Economic Units
- ship_colossus_minor_artifacts_upkeep_add, Category: Economic Units
- ship_colossus_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_colossus_menace_upkeep_add, Category: Economic Units
- ship_colossus_menace_upkeep_mult, Category: Economic Units
- ship_juggernaut_cost_mult, Category: Economic Units
- ship_juggernaut_time_cost_add, Category: Economic Units
- ship_juggernaut_time_cost_mult, Category: Economic Units
- ship_juggernaut_energy_cost_add, Category: Economic Units
- ship_juggernaut_energy_cost_mult, Category: Economic Units
- ship_juggernaut_minerals_cost_add, Category: Economic Units
- ship_juggernaut_minerals_cost_mult, Category: Economic Units
- ship_juggernaut_food_cost_add, Category: Economic Units
- ship_juggernaut_food_cost_mult, Category: Economic Units
- ship_juggernaut_physics_research_cost_add, Category: Economic Units
- ship_juggernaut_physics_research_cost_mult, Category: Economic Units
- ship_juggernaut_society_research_cost_add, Category: Economic Units
- ship_juggernaut_society_research_cost_mult, Category: Economic Units
- ship_juggernaut_engineering_research_cost_add, Category: Economic Units
- ship_juggernaut_engineering_research_cost_mult, Category: Economic Units
- ship_juggernaut_influence_cost_add, Category: Economic Units
- ship_juggernaut_influence_cost_mult, Category: Economic Units
- ship_juggernaut_unity_cost_add, Category: Economic Units
- ship_juggernaut_unity_cost_mult, Category: Economic Units
- ship_juggernaut_consumer_goods_cost_add, Category: Economic Units
- ship_juggernaut_consumer_goods_cost_mult, Category: Economic Units
- ship_juggernaut_alloys_cost_add, Category: Economic Units
- ship_juggernaut_alloys_cost_mult, Category: Economic Units
- ship_juggernaut_volatile_motes_cost_add, Category: Economic Units
- ship_juggernaut_volatile_motes_cost_mult, Category: Economic Units
- ship_juggernaut_exotic_gases_cost_add, Category: Economic Units
- ship_juggernaut_exotic_gases_cost_mult, Category: Economic Units
- ship_juggernaut_rare_crystals_cost_add, Category: Economic Units
- ship_juggernaut_rare_crystals_cost_mult, Category: Economic Units
- ship_juggernaut_sr_living_metal_cost_add, Category: Economic Units
- ship_juggernaut_sr_living_metal_cost_mult, Category: Economic Units
- ship_juggernaut_sr_zro_cost_add, Category: Economic Units
- ship_juggernaut_sr_zro_cost_mult, Category: Economic Units
- ship_juggernaut_sr_dark_matter_cost_add, Category: Economic Units
- ship_juggernaut_sr_dark_matter_cost_mult, Category: Economic Units
- ship_juggernaut_nanites_cost_add, Category: Economic Units
- ship_juggernaut_nanites_cost_mult, Category: Economic Units
- ship_juggernaut_minor_artifacts_cost_add, Category: Economic Units
- ship_juggernaut_minor_artifacts_cost_mult, Category: Economic Units
- ship_juggernaut_menace_cost_add, Category: Economic Units
- ship_juggernaut_menace_cost_mult, Category: Economic Units
- ship_juggernaut_upkeep_mult, Category: Economic Units
- ship_juggernaut_time_upkeep_add, Category: Economic Units
- ship_juggernaut_time_upkeep_mult, Category: Economic Units
- ship_juggernaut_energy_upkeep_add, Category: Economic Units
- ship_juggernaut_energy_upkeep_mult, Category: Economic Units
- ship_juggernaut_minerals_upkeep_add, Category: Economic Units
- ship_juggernaut_minerals_upkeep_mult, Category: Economic Units
- ship_juggernaut_food_upkeep_add, Category: Economic Units
- ship_juggernaut_food_upkeep_mult, Category: Economic Units
- ship_juggernaut_physics_research_upkeep_add, Category: Economic Units
- ship_juggernaut_physics_research_upkeep_mult, Category: Economic Units
- ship_juggernaut_society_research_upkeep_add, Category: Economic Units
- ship_juggernaut_society_research_upkeep_mult, Category: Economic Units
- ship_juggernaut_engineering_research_upkeep_add, Category: Economic Units
- ship_juggernaut_engineering_research_upkeep_mult, Category: Economic Units
- ship_juggernaut_influence_upkeep_add, Category: Economic Units
- ship_juggernaut_influence_upkeep_mult, Category: Economic Units
- ship_juggernaut_unity_upkeep_add, Category: Economic Units
- ship_juggernaut_unity_upkeep_mult, Category: Economic Units
- ship_juggernaut_consumer_goods_upkeep_add, Category: Economic Units
- ship_juggernaut_consumer_goods_upkeep_mult, Category: Economic Units
- ship_juggernaut_alloys_upkeep_add, Category: Economic Units
- ship_juggernaut_alloys_upkeep_mult, Category: Economic Units
- ship_juggernaut_volatile_motes_upkeep_add, Category: Economic Units
- ship_juggernaut_volatile_motes_upkeep_mult, Category: Economic Units
- ship_juggernaut_exotic_gases_upkeep_add, Category: Economic Units
- ship_juggernaut_exotic_gases_upkeep_mult, Category: Economic Units
- ship_juggernaut_rare_crystals_upkeep_add, Category: Economic Units
- ship_juggernaut_rare_crystals_upkeep_mult, Category: Economic Units
- ship_juggernaut_sr_living_metal_upkeep_add, Category: Economic Units
- ship_juggernaut_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_juggernaut_sr_zro_upkeep_add, Category: Economic Units
- ship_juggernaut_sr_zro_upkeep_mult, Category: Economic Units
- ship_juggernaut_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_juggernaut_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_juggernaut_nanites_upkeep_add, Category: Economic Units
- ship_juggernaut_nanites_upkeep_mult, Category: Economic Units
- ship_juggernaut_minor_artifacts_upkeep_add, Category: Economic Units
- ship_juggernaut_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_juggernaut_menace_upkeep_add, Category: Economic Units
- ship_juggernaut_menace_upkeep_mult, Category: Economic Units
- ship_military_station_medium_cost_mult, Category: Economic Units
- ship_military_station_medium_time_cost_add, Category: Economic Units
- ship_military_station_medium_time_cost_mult, Category: Economic Units
- ship_military_station_medium_energy_cost_add, Category: Economic Units
- ship_military_station_medium_energy_cost_mult, Category: Economic Units
- ship_military_station_medium_minerals_cost_add, Category: Economic Units
- ship_military_station_medium_minerals_cost_mult, Category: Economic Units
- ship_military_station_medium_food_cost_add, Category: Economic Units
- ship_military_station_medium_food_cost_mult, Category: Economic Units
- ship_military_station_medium_physics_research_cost_add, Category: Economic Units
- ship_military_station_medium_physics_research_cost_mult, Category: Economic Units
- ship_military_station_medium_society_research_cost_add, Category: Economic Units
- ship_military_station_medium_society_research_cost_mult, Category: Economic Units
- ship_military_station_medium_engineering_research_cost_add, Category: Economic Units
- ship_military_station_medium_engineering_research_cost_mult, Category: Economic Units
- ship_military_station_medium_influence_cost_add, Category: Economic Units
- ship_military_station_medium_influence_cost_mult, Category: Economic Units
- ship_military_station_medium_unity_cost_add, Category: Economic Units
- ship_military_station_medium_unity_cost_mult, Category: Economic Units
- ship_military_station_medium_consumer_goods_cost_add, Category: Economic Units
- ship_military_station_medium_consumer_goods_cost_mult, Category: Economic Units
- ship_military_station_medium_alloys_cost_add, Category: Economic Units
- ship_military_station_medium_alloys_cost_mult, Category: Economic Units
- ship_military_station_medium_volatile_motes_cost_add, Category: Economic Units
- ship_military_station_medium_volatile_motes_cost_mult, Category: Economic Units
- ship_military_station_medium_exotic_gases_cost_add, Category: Economic Units
- ship_military_station_medium_exotic_gases_cost_mult, Category: Economic Units
- ship_military_station_medium_rare_crystals_cost_add, Category: Economic Units
- ship_military_station_medium_rare_crystals_cost_mult, Category: Economic Units
- ship_military_station_medium_sr_living_metal_cost_add, Category: Economic Units
- ship_military_station_medium_sr_living_metal_cost_mult, Category: Economic Units
- ship_military_station_medium_sr_zro_cost_add, Category: Economic Units
- ship_military_station_medium_sr_zro_cost_mult, Category: Economic Units
- ship_military_station_medium_sr_dark_matter_cost_add, Category: Economic Units
- ship_military_station_medium_sr_dark_matter_cost_mult, Category: Economic Units
- ship_military_station_medium_nanites_cost_add, Category: Economic Units
- ship_military_station_medium_nanites_cost_mult, Category: Economic Units
- ship_military_station_medium_minor_artifacts_cost_add, Category: Economic Units
- ship_military_station_medium_minor_artifacts_cost_mult, Category: Economic Units
- ship_military_station_medium_menace_cost_add, Category: Economic Units
- ship_military_station_medium_menace_cost_mult, Category: Economic Units
- ship_military_station_medium_upkeep_mult, Category: Economic Units
- ship_military_station_medium_time_upkeep_add, Category: Economic Units
- ship_military_station_medium_time_upkeep_mult, Category: Economic Units
- ship_military_station_medium_energy_upkeep_add, Category: Economic Units
- ship_military_station_medium_energy_upkeep_mult, Category: Economic Units
- ship_military_station_medium_minerals_upkeep_add, Category: Economic Units
- ship_military_station_medium_minerals_upkeep_mult, Category: Economic Units
- ship_military_station_medium_food_upkeep_add, Category: Economic Units
- ship_military_station_medium_food_upkeep_mult, Category: Economic Units
- ship_military_station_medium_physics_research_upkeep_add, Category: Economic Units
- ship_military_station_medium_physics_research_upkeep_mult, Category: Economic Units
- ship_military_station_medium_society_research_upkeep_add, Category: Economic Units
- ship_military_station_medium_society_research_upkeep_mult, Category: Economic Units
- ship_military_station_medium_engineering_research_upkeep_add, Category: Economic Units
- ship_military_station_medium_engineering_research_upkeep_mult, Category: Economic Units
- ship_military_station_medium_influence_upkeep_add, Category: Economic Units
